month,complaint_description,total_requests
9,Flooding  Current (Non-Emergency),178
9,ATD - Traffic Signal Maintenance,172
9,ATD - Speed Management,171
9,ARR - Street Sweeping,168
9,Animal Protection - Animal Proper Care,167
9,APH - Environmental Health Services - City,166
9,ARR - On Call Bulk,153
9,Street Resurfacing,151
9,ATD - Street Name Sign Maintenance,147
9,APD - Vehicle Abatement Callback Request,143
9,Bat Complaint,143
9,Curb/Gutter Repair,140
9,Park Maintenance - Building Plumbing Issues,133
9,SBO - Sidewalk Repair,132
9,Pet Resource Center - Found Pet Report,128
9,School Zone - New/Review/Changes,126
9,Animal Trapped in Storm Drain,122
9,Standing Water,122
9,AE Street Light Issue - No Address,121
9,Animal Protection - Animal Bite,119
9,SBO - Obstruction in Right of Way,113
9,Dockless Mobility,111
9,DSD - Request Code Officer,108
9,ACD - Short Term Rental Complaint,107
9,Speed Management,104
9,ARR - Spillage Trash/Fluids,100
9,Animal Protection - Wildlife Exposure,97
9,Flooding - Past,96
9,ATD - Dig Tess Request,95
9,ATD - Parking Machine Issue,94
9,Construction Items- ROW,94
9,ATD - Traffic Signal - New/Modification,90
9,School Issues - Crossing Guards,88
9,Code Compliance - Signs/Billboards,87
9,Short Term Rental Complaint SR,85
9,ATD - Booting Complaint,85
9,ATD - Traffic Sign Emergency,85
9,WPD - Drainage Pond Maintenance,82
9,ATD - Road Markings/Striping - New,77
9,TARA - Telecommunication Complaint,75
9,Park Maintenance - Building Issues,74
9,SBO - Pavement Failure,74
9,Aquatics Hotline Inquiry,73
9,ARR - Household Hazardous Waste,72
9,Street Resurfacing Inquiry,69
9,ATD - School Zone Beacon - Maintenance,66
9,Sign - School Zone Sign Maintenance,64
9,Park Maintenance - Building A/C & Heating Issues,62
9,Austin Code - Short Term Rental (STR) Appointment,61
9,Speed Limit - Changes/Signs,60
9,WPD - Standing Water,59
9,Flood Report,58
9,WPD - Flooding Current,55
9,Ditch/Driveway Pipe Services,55
9,Neighborhood Home Programs,53
9,SBO - Alley & Unpaved Street Maintenance,51
9,Animal Protection - Vicious Dog Complaint,51
9,Animal Protection - Loose Animal Not Dog,49
9,Construction/Permitting- ROW,48
9,311 CRIS - City Vehicle Report,47
9,ARR - Property Damage Report,46
9,Roadway Spillage,45
9,SBO - Street and Bridge Miscellaneous,45
9,Storm Drain Pipe Services,43
9,ARR - Special Services,42
9,ATD - School Zone Sign Maintenance,42
9,WPD - Storm Drain Services,42
9,Drainage - Miscellaneous,41
9,SBO - New Sidewalk/Curb Ramp/Route,41
9,Code Compliance - Short Term Rental (STR) Appointment,38
9,ACD - Case Updates/Code Connect Messages,37
9,Water Theft Report,37
9,WPD - Lost Item in Storm Drainage System,36
9,Flooding - Storms After Business Hours,35
9,Bridge Repair,35
9,Guardrail New/Repair,35
9,Zz_Traffic Engineering - General,34
9,Austin Code - Construction Rest Break Complaint,34
9,AFD - Wildfire Concern / Presentation,33
9,Flooding Current (Non-Emergency),31
9,AE - Electric Vehicle Station Issues,30
9,Loose Animal (not dog),30
9,AW - Water Theft Report,29
9,Animal Protection - Coyote Complaints,29
9,Park Maintenance - Cemeteries,29
9,WPD - Ditch/Driveway Pipe Services,28
9,Guardrail Repair,28
9,Public Health - Environmental Services - County,28
9,PW - School Zone - New/Review/Changes,28
9,Park Maintenance - Building Electrical Issues,27
9,ATD - Pay-by-Phone App,26
9,SBO - Utility Cut Repair,26
9,ATD - Bicycle &amp; Pedestrian Issues,25
9,PARD - Aquatic Maintenance,25
9,PARD - Aquatic Inquiries/Issues,24
9,SBO - Street Resurfacing,24
9,Animal Roadside Sales,22
9,PW - School Issues - Crossing Guards,22
9,Parking Ticket Complaint,21
9,WPD - Flooding Past,21
9,ATD - View Obstruction and Fencing at Intersection,21
9,WPD - Watershed Grow Zone Issues,19
9,APH - Community Connections Coronavirus,18
9,ATD - Special Event,18
9,Animal Protection - Animal In Vehicle,17
9,EV PIE Station Issues,17
9,ATD - Bicycle & Pedestrian Issues,17
9,HPD - Neighborhood Home Programs,16
9,Animal Protection - Dog Restraint Issues,16
9,ERM - Harmful Algae,16
9,ZZ ATD - Parking Machine Issue,14
9,Residential Parking Permit Enforcement,14
9,Corridor Program Office - Corridor Feedback,14
9,PWD - Mowing Medians,13
9,ARR - Pet Search,13
9,APH - Health Equity Line,12
9,Parking Permit- ROW,12
9,APH - Environmental Health Services - County,12
9,ARR - On Call Brush,12
9,SBO - Guardrail New/Repair,12
9,PARD - Commercial Use of Parkland,11
9,Emergency Road Closure Report,11
9,WPD - Erosion,11
9,SBO - Curb/Gutter Repair,11
9,ATD - Traffic Signal - New,11
9,AE - Key Accounts,10
9,Dangerous Animal - Except Dogs,10
9,Ordinance Single-Use Carryout Bags,10
9,Vendor Permit - ROW,10
9,Animal Protection - Animal Trapped in Storm Drain,10
9,Town Lake Debris Issues,9
9,WPD - Lady Bird Lake Debris Issues,8
9,ACD - Billboard Complaint,7
9,Ordinance Universal Recycling,7
9,Fence/Wall Repair,6
9,Traffic Engineering - Jurisdiction Issue,6
9,Barricade Request,6
9,Flooding - Storms During Business Hours,6
9,EV PIP Residential Rebate,5
9,Obstruction - Urban Forestry,5
9,Animal Protection - Animal Roadside Sales,5
9,CPIO - Community Voices,5
9,AFD - Wildfire Education,5
9,DSD - Short Term Rental Complaint,5
9,Park Maintenance - Building A/C &amp; Heating Issues,4
9,SBO - Bridge Repair,4
9,ZZ - Tree Issue ROW,4
9,ZZ Corridor Program - Corridor Feedback,4
9,Filming Permit - ROW,4
9,Austin Code - Construction Ordinance SR,3
9,CPIO - Community Engagement Project Feedback,3
9,HSEM - Heat Advisory,3
9,HSEM Heat Advisory,3
9,ZZ Creek &amp; Pond Vegetation Control,3
9,Basic Needs - Appointment,3
9,Corridor Program - Corridor Feedback,2
9,Guardrail - New,2
9,Construction Ordinance SR,2
9,LeadSmart Program,2
9,APD - Non Emergency Hands Free Violation,2
9,Animal Protection - Dangerous Dog Complaint,2
9,Valet Permit - ROW,2
9,SBO - Roadway Spillage,2
9,ATD - Traffic Signal - Maintenance,1
9,Basic Needs - Information Referral,1
9,Road Sanding Request,1
9,ZZ ARR - On Call Brush,1
9,ACD - Construction Rest Break Complaint,1
9,PARD - Aquatic Program Inquiries,1
9,ARR Dumpster,1
10,Austin Code - Request Code Officer,17313
10,Traffic Signal - Maintenance,8924
10,Loose Dog,7092
10,ARR Dead Animal Collection,4978
10,Animal Control - Assistance Request,4656
10,ARR Missed Recycling,4459
10,Street Light Issue- Address,4242
10,Injured / Sick Animal,3644
10,Park Maintenance - Grounds,3484
10,ARR - Garbage,3227
10,ARR Missed Yard Trimmings/Compost,3006
10,ATD - Parking Violation Enforcement,2734
10,APD - Non Emergency Noise/Alarm,2724
10,Loud Commercial Music,2324
10,ARR - Compost,1979
10,ATD - Shared Micromobility,1973
10,Pothole Repair,1881
10,Water Waste Report,1881
10,Debris in Street,1840
10,ARR - Recycling,1831
10,ACD - Request Code Officer,1818
10,Tree Issue ROW,1815
10,APD - Non Emergency Collision,1803
10,Code Compliance,1759
10,APD - Vehicle Abatement Report,1703
10,Austin Code - Short Term Rental Complaint SR,1377
10,Parking Violation Enforcement,1332
10,Animal - Proper Care,1289
10,Public Health - Graffiti Abatement,1248
10,ATD - Traffic Sign Maintenance,1235
10,Traffic Signal - Dig Tess Request,1234
10,Obstruction in ROW,1234
10,ARR - Dead Animal Collection,1176
10,ARR Brush and Bulk,1158
10,Wildlife Exposure,1154
10,Sign - Traffic Sign Maintenance,1134
10,Shared Micromobility,1117
10,AE Street Light Issue - Address,1090
10,Sign - New,1064
10,Sidewalk Repair,1032
10,Animal Bite,1025
10,Lane/Road Closure Notification,1016
10,Found Animal - Pick Up,996
10,Graffiti Abatement,988
10,Parking Machine Issue,987
10,Found Animal Report - Keep,963
10,Animal Protection - Loose Dog,881
10,AW - Water Conservation Violation,866
10,DSD - Follow-Up,794
10,Concerns in the ROW,781
10,Loud Music,740
10,311 CC - Other,731
10,ARR Missed Yard Trimmings /Organics,708
10,Sign - Traffic Sign Emergency,683
10,Traffic Signal - New/Change,665
10,Pavement Failure,660
10,Tree Issue ROW/Emergency (PW),616
10,ATD - Concerns in Right of Way,598
10,Austin Code - Coronavirus,589
10,ATD - Lane/Road Closure Notification,586
10,Austin Code - Signs/Billboards,561
10,DSD - Outdoor Commercial Venue Music Complaint,556
10,Pet Resource Center - Assistance Request,552
10,ATD - Traffic Signal Maintenance,543
10,Channels/Creeks/Drainage Easement,538
10,AW - Water Waste Report,531
10,Public Health - Environmental Services - City,525
10,Animal Protection - Injured/Sick Animal,522
10,APH - Graffiti Abatement - Public Property,489
10,Loose Animal Not Dog,458
10,Dangerous/Vicious Dog Investigation,458
10,View Obstruction at Intersection,450
10,Traffic Engineering - General,438
10,Coyote Complaints,424
10,ATD - Parking Sign Maintenance,413
10,Road Markings/Striping - Maintenance,405
10,School Zone Flasher - Timing/Maintenance,401
10,ARR - Bulk,394
10,Animal Services - Contact Request,391
10,Animal Protection - Found Animal Assistance,379
10,ARR Street Sweeping,377
10,Flooding  Current (Non-Emergency),373
10,Tree Issue ROW/Maintenance (PW),369
10,ATD - Speed Management,368
10,Bicycle Issues,367
10,WPD - Channels/Creek/Drainage Issues,362
10,ARR - General,360
10,Mowing Medians,358
10,Creek & Pond Vegetation Control,356
10,Sign - Street Name,353
10,SBO - Pothole Repair,346
10,Construction Items in ROW,340
10,DSD - Environmental Complaint,316
10,Sign - Parking Sign Maintenance,286
10,Park Maintenance - Grounds Plumbing Issues,284
10,Lost Item in Storm Drainage System,281
10,PWD - Tree Issue Right of Way,273
10,Park Maintenance - Grounds Electrical Issues,270
10,Alley & Unpaved Street Maintenance,264
10,Traffic Calming,264
10,ATD - Construction Items in Right of Way,257
10,ARR - Brush,253
10,Street Light Issue- Multiple poles/multiple streets,249
10,Animal Protection - Assistance Request,248
10,ATD - Traffic Sign New,248
10,Animal In Vehicle,247
10,Dockless Mobility,233
10,Street Lights New,228
10,Road Markings/Striping - New,221
10,Sidewalk/Curb Ramp/Route - NEW,204
10,Community Connections - Coronavirus,203
10,Construction items in ROW,200
10,ATD - Road Markings/Striping - Maintenance,197
10,ARR - Street Sweeping,196
10,Mowing City Parks,192
10,Pet Resource Center - Found Pet Report,189
10,SBO - Debris in Street,170
10,APH - Environmental Health Services - City,161
10,DSD - Request Code Officer,161
10,Tree Issue ROW/Maintenance (PARD),159
10,ATD - Dig Tess Request,157
10,ATD - Street Name Sign Maintenance,155
10,ATD - Special Event,151
10,Curb/Gutter Repair,140
10,Flooding - Past,138
10,SBO - Sidewalk Repair,138
10,Animal Protection - Animal Proper Care,136
10,ARR - Spillage Trash/Fluids,135
10,Standing Water,135
10,APD - Vehicle Abatement Callback Request,134
10,ARR - On Call Bulk,134
10,ATD - Traffic Sign Emergency,133
10,Park Maintenance - Building Plumbing Issues,129
10,Speed Management,127
10,SBO - Obstruction in Right of Way,119
10,ATD - Parking Machine Issue,118
10,Bat Complaint,115
10,Animal Trapped in Storm Drain,111
10,Street Resurfacing,111
10,Animal Protection - Animal Bite,109
10,Animal Protection - Wildlife Exposure,105
10,ACD - Short Term Rental Complaint,98
10,TARA - Telecommunication Complaint,98
10,Park Maintenance - Building Issues,97
10,WPD - Flooding Current,93
10,Construction Items- ROW,90
10,ATD - Road Markings/Striping - New,86
10,ATD - Booting Complaint,85
10,Code Compliance - Signs/Billboards,81
10,Speed Limit - Changes/Signs,75
10,WPD - Storm Drain Services,74
10,ATD - School Zone Beacon - Maintenance,72
10,AE Street Light Issue - No Address,71
10,WPD - Lost Item in Storm Drainage System,71
10,Animal Protection - Vicious Dog Complaint,70
10,School Zone - New/Review/Changes,70
10,Ditch/Driveway Pipe Services,61
10,SBO - New Sidewalk/Curb Ramp/Route,61
10,WPD - Standing Water,60
10,SBO - Pavement Failure,60
10,Austin Code - Short Term Rental (STR) Appointment,55
10,Sign - School Zone Sign Maintenance,54
10,ZZZ ARR Brush and Bulk,53
10,Park Maintenance - Pool Issues,51
10,ARR - Property Damage Report,50
10,ARR - Special Services,50
10,ZZZ ARR Missed Recycling,49
10,ATD - Traffic Signal - New/Modification,49
10,Animal Protection - Coyote Complaints,48
10,Guardrail New/Repair,46
10,Park Maintenance - Building A/C & Heating Issues,45
10,Construction/Permitting- ROW,45
10,SBO - Street and Bridge Miscellaneous,45
10,Bridge Repair,45
10,Aquatics Hotline Inquiry,44
10,Storm Drain Pipe Services,44
10,Neighborhood Home Programs,43
10,Street Resurfacing Inquiry,41
10,ACD - Case Updates/Code Connect Messages,40
10,Barricade Request,40
10,ZZZ ARR Missed Yard Trimmings/Compost,39
10,Guardrail Repair,39
10,WPD - Drainage Pond Maintenance,39
10,School Issues - Crossing Guards,38
10,SBO - Street Resurfacing,38
10,Water Theft Report,36
10,Zz_Traffic Engineering - General,35
10,Animal Protection - Loose Animal Not Dog,35
10,Public Health - Environmental Services - County,34
10,ZZZ ARR Dead Animal Collection,34
10,Roadway Spillage,34
10,ATD - School Zone Sign Maintenance,33
10,ATD - View Obstruction and Fencing at Intersection,31
10,SBO - Alley & Unpaved Street Maintenance,31
10,ARR - Household Hazardous Waste,31
10,AW - Water Theft Report,31
10,Flooding Current (Non-Emergency),30
10,ARR - On Call Brush,29
10,Code Compliance - Short Term Rental (STR) Appointment,28
10,Drainage - Miscellaneous,28
10,Loose Animal (not dog),27
10,Parking Ticket Complaint,27
10,ARR - Pet Search,27
10,Park Maintenance - Building Electrical Issues,26
10,311 CRIS - City Vehicle Report,26
10,AFD - Wildfire Concern / Presentation,25
10,WPD - Flooding Past,25
10,SBO - Utility Cut Repair,22
10,ATD - Bicycle &amp; Pedestrian Issues,22
10,ATD - Traffic Signal - New,22
10,ATD - Traffic Signal - Maintenance,22
10,Park Maintenance - Cemeteries,22
10,Animal Roadside Sales,22
10,Residential Parking Permit Enforcement,22
10,Animal Protection - Dog Restraint Issues,21
10,WPD - Ditch/Driveway Pipe Services,21
10,AE - Electric Vehicle Station Issues,21
10,PW - School Issues - Crossing Guards,21
10,SBO - Curb/Gutter Repair,21
10,HPD - Neighborhood Home Programs,20
10,PWD - Mowing Medians,20
10,Austin Code - Construction Rest Break Complaint,19
10,ATD - Pay-by-Phone App,19
10,Ordinance Universal Recycling,17
10,ATD - Bicycle & Pedestrian Issues,16
10,PARD - Aquatic Maintenance,15
10,SBO - Guardrail New/Repair,15
10,Corridor Program Office - Corridor Feedback,14
10,WPD - Lady Bird Lake Debris Issues,13
10,Parking Permit- ROW,13
10,APH - Health Equity Line,13
10,WPD - Erosion,12
10,Basic Needs - Appointment,12
10,ACD - Billboard Complaint,11
10,PARD - Commercial Use of Parkland,10
10,Austin Code - Construction Ordinance SR,10
10,WPD - Watershed Grow Zone Issues,10
10,APH - Community Connections Coronavirus,9
10,AE - Key Accounts,9
10,Short Term Rental Complaint SR,9
10,SBO - Bridge Repair,9
10,Flood Report,8
10,Animal Protection - Animal Trapped in Storm Drain,8
10,ACD - Construction Rest Break Complaint,7
10,EV PIE Station Issues,7
10,DSD - Short Term Rental Complaint,7
10,SBO - Roadway Spillage,7
10,PW - School Zone - New/Review/Changes,7
10,Animal Protection - Animal In Vehicle,7
10,Vendor Permit - ROW,6
10,Dangerous Animal - Except Dogs,5
10,APH - Environmental Health Services - County,5
10,PARD - Aquatic Inquiries/Issues,5
10,Filming Permit - ROW,4
10,AFD - Wildfire Education,4
10,EV PIP Residential Rebate,4
10,Emergency Road Closure Report,4
10,APD - Non Emergency Hands Free Violation,4
10,Town Lake Debris Issues,3
10,ATD - Traffic Engineering - General,3
10,LeadSmart Program,3
10,CPIO - Community Engagement Project Feedback,3
10,Ordinance Single-Use Carryout Bags,3
10,Valet Permit - ROW,3
10,ZZZ ARR Street Sweeping,3
10,Fence/Wall Repair,3
10,ERM - Harmful Algae,2
10,ZZ - Tree Issue ROW,2
10,Newspaper Rack- ROW,2
10,Construction Ordinance SR,2
10,CPIO - Community Voices,2
10,Flooding - Storms After Business Hours,2
10,Guardrail - New,2
10,ARR Dumpster,1
10,PARD - Aquatic Program Inquiries,1
10,Basic Needs - Information Referral,1
10,Fence Repair - MOPAC,1
10,ACD - Private Hauler License Violation,1
10,Obstruction - Urban Forestry,1
10,ZZ CRM - Configuration Test Francois,1
10,Heat Advisory,1
10,Animal Protection - Dangerous Dog Complaint,1
10,ZZ Creek & Pond Vegetation Control,1
10,Park Maintenance - Building A/C &amp; Heating Issues,1
10,ZZ CRM - Configuration Test Waheed,1
10,Road Sanding Request,1
10,Emergency Vehicle Preemption Device,1
11,Austin Code - Request Code Officer,13112
11,Loose Dog,6967
11,Traffic Signal - Maintenance,6821
11,ARR Dead Animal Collection,4282
11,Animal Control - Assistance Request,4045
11,Street Light Issue- Address,3908
11,ARR Missed Recycling,3751
11,ARR - Garbage,3007
11,Injured / Sick Animal,2900
11,Park Maintenance - Grounds,2853
11,APD - Non Emergency Noise/Alarm,2411
11,ATD - Parking Violation Enforcement,2141
11,Loud Commercial Music,2062
11,Pothole Repair,2048
11,ARR Missed Yard Trimmings/Compost,2024
11,ARR - Compost,1897
11,ARR - Recycling,1790
11,ATD - Shared Micromobility,1534
11,APD - Non Emergency Collision,1528
11,ACD - Request Code Officer,1479
11,APD - Vehicle Abatement Report,1428
11,Debris in Street,1387
11,Animal - Proper Care,1228
11,Parking Violation Enforcement,1223
11,ARR - Dead Animal Collection,1197
11,Traffic Signal - Dig Tess Request,1046
11,ARR Brush and Bulk,1035
11,AE Street Light Issue - Address,1031
11,Animal Bite,1004
11,Sign - Traffic Sign Maintenance,996
11,Public Health - Graffiti Abatement,975
11,Animal Protection - Loose Dog,959
11,Austin Code - Short Term Rental Complaint SR,943
11,Found Animal Report - Keep,918
11,Lane/Road Closure Notification,903
11,Tree Issue ROW,881
11,Found Animal - Pick Up,873
11,Parking Machine Issue,852
11,Shared Micromobility,849
11,Wildlife Exposure,844
11,Sign - New,806
11,Sidewalk Repair,759
11,Obstruction in ROW,758
11,Loud Music,703
11,DSD - Follow-Up,685
11,ATD - Traffic Sign Maintenance,675
11,Graffiti Abatement,664
11,ARR Missed Yard Trimmings /Organics,642
11,Concerns in the ROW,615
11,ATD - Traffic Signal Maintenance,594
11,311 CC - Other,584
11,Pavement Failure,566
11,Sign - Traffic Sign Emergency,550
11,Pet Resource Center - Assistance Request,540
11,Water Waste Report,528
11,Traffic Signal - New/Change,518
11,Austin Code - Coronavirus,484
11,Code Compliance,475
11,Channels/Creeks/Drainage Easement,465
11,ATD - Concerns in Right of Way,458
11,DSD - Outdoor Commercial Venue Music Complaint,454
11,Coyote Complaints,444
11,Dangerous/Vicious Dog Investigation,440
11,Animal Protection - Injured/Sick Animal,428
11,ATD - Lane/Road Closure Notification,427
11,Animal Protection - Found Animal Assistance,423
11,Traffic Engineering - General,416
11,School Zone Flasher - Timing/Maintenance,402
11,APH - Graffiti Abatement - Public Property,396
11,Public Health - Environmental Services - City,396
11,ATD - Parking Sign Maintenance,391
11,Loose Animal Not Dog,377
11,ARR - Bulk,374
11,SBO - Pothole Repair,365
11,Dockless Mobility,363
11,AW - Water Conservation Violation,347
11,AW - Water Waste Report,343
11,Animal Services - Contact Request,340
11,ARR - General,329
11,Park Maintenance - Grounds Electrical Issues,323
11,Austin Code - Signs/Billboards,316
11,ARR Street Sweeping,311
11,Sign - Street Name,308
11,Bicycle Issues,278
11,DSD - Environmental Complaint,270
11,ATD - Traffic Signal - Maintenance,268
11,Park Maintenance - Grounds Plumbing Issues,261
11,Road Markings/Striping - Maintenance,260
11,WPD - Channels/Creek/Drainage Issues,257
11,ARR - Brush,256
11,DSD - Request Code Officer,255
11,Animal Protection - Assistance Request,242
11,ATD - Traffic Sign New,240
11,Construction Items in ROW,239
11,ATD - Construction Items in Right of Way,216
11,Street Lights New,213
11,Tree Issue ROW/Maintenance (PW),212
11,Tree Issue ROW/Emergency (PW),212
11,Street Light Issue- Multiple poles/multiple streets,211
11,Sign - Parking Sign Maintenance,209
11,Traffic Calming,206
11,Alley & Unpaved Street Maintenance,200
11,Road Markings/Striping - New,195
11,Pet Resource Center - Found Pet Report,193
11,Creek & Pond Vegetation Control,191
11,View Obstruction at Intersection,191
11,Community Connections - Coronavirus,186
11,Lost Item in Storm Drainage System,184
11,Flooding  Current (Non-Emergency),178
11,Animal In Vehicle,172
11,ATD - Dig Tess Request,171
11,Construction items in ROW,168
11,Flooding - Past,166
11,SBO - Debris in Street,164
11,ATD - Road Markings/Striping - Maintenance,153
11,ARR - On Call Bulk,153
11,ATD - Speed Management,146
11,SBO - Sidewalk Repair,141
11,ARR - Street Sweeping,137
11,PWD - Tree Issue Right of Way,135
11,Sidewalk/Curb Ramp/Route - NEW,133
11,APH - Environmental Health Services - City,132
11,Animal Protection - Animal Proper Care,127
11,Street Resurfacing,115
11,ARR - Spillage Trash/Fluids,115
11,Curb/Gutter Repair,114
11,Animal Protection - Animal Bite,113
11,APD - Vehicle Abatement Callback Request,107
11,ATD - Parking Machine Issue,104
11,ATD - Traffic Sign Emergency,103
11,SBO - Obstruction in Right of Way,102
11,Mowing Medians,96
11,Animal Trapped in Storm Drain,93
11,Park Maintenance - Building Plumbing Issues,92
11,Tree Issue ROW/Maintenance (PARD),89
11,Park Maintenance - Building Issues,88
11,Standing Water,87
11,Speed Management,87
11,ATD - Road Markings/Striping - New,86
11,ATD - Booting Complaint,74
11,Animal Protection - Vicious Dog Complaint,71
11,Construction Items- ROW,70
11,Animal Protection - Wildlife Exposure,69
11,School Zone - New/Review/Changes,67
11,AE Street Light Issue - No Address,66
11,ATD - Traffic Signal - New/Modification,65
11,TARA - Telecommunication Complaint,65
11,WPD - Lost Item in Storm Drainage System,64
11,ACD - Short Term Rental Complaint,63
11,Animal Protection - Coyote Complaints,63
11,Code Compliance - Signs/Billboards,61
11,SBO - Pavement Failure,55
11,WPD - Standing Water,55
11,Construction/Permitting- ROW,54
11,Guardrail New/Repair,54
11,ATD - Street Name Sign Maintenance,53
11,WPD - Storm Drain Services,52
11,Mowing City Parks,50
11,SBO - New Sidewalk/Curb Ramp/Route,49
11,WPD - Drainage Pond Maintenance,49
11,ATD - Bicycle &amp; Pedestrian Issues,47
11,Park Maintenance - Pool Issues,46
11,ATD - School Zone Beacon - Maintenance,45
11,ARR - Special Services,43
11,WPD - Flooding Current,43
11,Sign - School Zone Sign Maintenance,43
11,Park Maintenance - Building Electrical Issues,42
11,ACD - Case Updates/Code Connect Messages,42
11,AFD - Wildfire Concern / Presentation,41
11,Speed Limit - Changes/Signs,40
11,Park Maintenance - Building A/C & Heating Issues,40
11,Neighborhood Home Programs,40
11,SBO - Street and Bridge Miscellaneous,39
11,Storm Drain Pipe Services,39
11,Austin Code - Short Term Rental (STR) Appointment,39
11,Flooding Current (Non-Emergency),38
11,ARR - Property Damage Report,36
11,Ditch/Driveway Pipe Services,33
11,Street Resurfacing Inquiry,32
11,311 CRIS - City Vehicle Report,32
11,PWD - Mowing Medians,31
11,Animal Protection - Loose Animal Not Dog,30
11,SBO - Utility Cut Repair,29
11,School Issues - Crossing Guards,28
11,ATD - Traffic Signal - New,28
11,Guardrail Repair,27
11,ARR - Pet Search,27
11,ATD - School Zone Sign Maintenance,27
11,ARR - Household Hazardous Waste,26
11,Drainage - Miscellaneous,26
11,Bridge Repair,25
11,ATD - Special Event,25
11,Parking Ticket Complaint,24
11,AW - Water Theft Report,23
11,Park Maintenance - Cemeteries,23
11,SBO - Alley & Unpaved Street Maintenance,21
11,Austin Code - Construction Rest Break Complaint,21
11,HPD - Neighborhood Home Programs,20
11,ATD - View Obstruction and Fencing at Intersection,20
11,Roadway Spillage,20
11,ARR - On Call Brush,20
11,WPD - Ditch/Driveway Pipe Services,19
11,Animal Protection - Animal In Vehicle,18
11,Animal Protection - Dog Restraint Issues,18
11,SBO - Street Resurfacing,18
11,Animal Roadside Sales,18
11,Aquatics Hotline Inquiry,16
11,ATD - Pay-by-Phone App,16
11,WPD - Flooding Past,16
11,Ordinance Universal Recycling,15
11,DSD - Short Term Rental Complaint,15
11,Water Theft Report,15
11,Corridor Program Office - Corridor Feedback,15
11,Code Compliance - Short Term Rental (STR) Appointment,14
11,WPD - Lady Bird Lake Debris Issues,13
11,PW - School Issues - Crossing Guards,13
11,Public Health - Environmental Services - County,12
11,Residential Parking Permit Enforcement,12
11,AE - Electric Vehicle Station Issues,11
11,Basic Needs - Appointment,11
11,SBO - Curb/Gutter Repair,11
11,ARR Dumpster,11
11,CPIO - Community Voices,10
11,PARD - Commercial Use of Parkland,10
11,WPD - Watershed Grow Zone Issues,10
11,SBO - Guardrail New/Repair,10
11,Animal Protection - Animal Trapped in Storm Drain,9
11,APH - Community Connections Coronavirus,9
11,AFD - Wildfire Education,8
11,ATD - Traffic Signal - Modification,8
11,PARD - Aquatic Maintenance,8
11,APH - Health Equity Line,8
11,Barricade Request,7
11,ACD - Construction Rest Break Complaint,6
11,APH - Environmental Health Services - County,6
11,Town Lake Debris Issues,6
11,Zz_Traffic Engineering - General,6
11,WPD - Erosion,6
11,PW - School Zone - New/Review/Changes,6
11,Vendor Permit - ROW,6
11,Parking Permit- ROW,5
11,ERM - Harmful Algae,5
11,PARD - Aquatic Inquiries/Issues,5
11,ATD - Bicycle & Pedestrian Issues,5
11,AE - Key Accounts,4
11,APD - Non Emergency Hands Free Violation,4
11,ACD - Billboard Complaint,4
11,Fence/Wall Repair,4
11,EV PIE Station Issues,4
11,Filming Permit - ROW,4
11,SBO - Roadway Spillage,4
11,Park Maintenance - Building A/C &amp; Heating Issues,3
11,EV PIP Residential Rebate,3
11,LeadSmart Program,3
11,ZZ Creek & Pond Vegetation Control,3
11,Guardrail - New,2
11,SBO - Bridge Repair,2
11,ZZZ - Storm Drain Pipe Services,2
11,ZZ - Tree Issue ROW,2
11,Austin Code - Construction Ordinance SR,2
11,PARD - Aquatic Program Inquiries,2
11,ACD - Private Hauler License Violation,2
11,Animal Protection - Animal Roadside Sales,2
11,Emergency Road Closure Report,2
11,ARR - Storm Debris Collection,2
11,AFD - Fireworks Complaint,2
11,Fence Repair - MOPAC,1
11,ZZ AFD - Fireworks Complaint,1
11,CPIO - Community Engagement Project Feedback,1
11,ZZZ ARR Missed Recycling,1
11,Newspaper Rack- ROW,1
11,Construction Ordinance SR,1
11,Valet Permit - ROW,1
11,Ordinance Single-Use Carryout Bags,1
11,ATD - Traffic Engineering - General,1
12,Austin Code - Request Code Officer,12906
12,Traffic Signal - Maintenance,6876
12,Loose Dog,6809
12,ARR Missed Recycling,4508
12,Animal Control - Assistance Request,3777
12,ARR Dead Animal Collection,3314
12,Street Light Issue- Address,3259
12,ARR - Garbage,3057
12,Injured / Sick Animal,2823
12,Park Maintenance - Grounds,2538
12,APD - Non Emergency Noise/Alarm,2310
12,ATD - Parking Violation Enforcement,2238
12,ATD - Shared Micromobility,2090
12,Pothole Repair,2053
12,ARR - Recycling,2020
12,ARR Missed Yard Trimmings/Compost,1925
12,ARR - Compost,1820
12,Loud Commercial Music,1724
12,APD - Non Emergency Collision,1566
12,Animal - Proper Care,1381
12,Debris in Street,1379
12,APD - Vehicle Abatement Report,1274
12,311 CC - Other,1267
12,Public Health - Graffiti Abatement,1135
12,Traffic Signal - Dig Tess Request,1089
12,ARR - Dead Animal Collection,1005
12,Found Animal - Pick Up,979
12,Animal Bite,959
12,Austin Code - Short Term Rental Complaint SR,946
12,Graffiti Abatement,901
12,Sign - Traffic Sign Maintenance,899
12,Found Animal Report - Keep,897
12,Shared Micromobility,880
12,ARR Brush and Bulk,858
12,ARR Missed Yard Trimmings /Organics,856
12,Parking Violation Enforcement,853
12,AE Street Light Issue - Address,834
12,ATD - Traffic Signal - Maintenance,803
12,Animal Protection - Loose Dog,763
12,Parking Machine Issue,738
12,Loud Music,730
